number,Chinese entity name,entity binomial scientific name,Chinese condition,English condition,Chinese relation,English relation
745,西葫芦枯萎病,Fusarium oxysporum f. sp. cucumerinum,土壤过分干旱,Soil is too dry,适宜发生条件,ConditionIs
746,西葫芦枯萎病,Fusarium oxysporum f. sp. cucumerinum,土壤偏酸,Soil acidic,适宜发生条件,ConditionIs
747,西葫芦蔓枯病,Mycosphaerella melonis,高温多湿,High temperature and high humidity,适宜发生条件,ConditionIs
748,西葫芦蔓枯病,Mycosphaerella melonis,天气闷热,Hot and muggy weather,适宜发生条件,ConditionIs
749,西葫芦蔓枯病,Mycosphaerella melonis,雨后积水,Water after rain,适宜发生条件,ConditionIs
750,西葫芦蔓枯病,Mycosphaerella melonis,大水勤浇,Water frequently,适宜发生条件,ConditionIs
751,西葫芦蔓枯病,Mycosphaerella melonis,缺肥,Lack of fertilizer,适宜发生条件,ConditionIs
752,西葫芦蔓枯病,Mycosphaerella melonis,光照不足,Insufficient light,适宜发生条件,ConditionIs
753,西葫芦蔓枯病,Mycosphaerella melonis,通风不良,Poor ventilation,适宜发生条件,ConditionIs
754,西葫芦绵腐病,Pythium aphanidermatum,土温低,Low soil temperature,适宜发生条件,ConditionIs
755,西葫芦绵腐病,Pythium aphanidermatum,湿度大,High humidity,适宜发生条件,ConditionIs
756,西葫芦菌核病,Sclerotinia sclerotiorum,低温,Low temperature,适宜发生条件,ConditionIs
757,西葫芦菌核病,Sclerotinia sclerotiorum,湿度大,High humidity,适宜发生条件,ConditionIs
758,西葫芦菌核病,Sclerotinia sclerotiorum,排水不良,Poor drainage,适宜发生条件,ConditionIs
759,西葫芦褐腐病,Monilinia fructicola,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
760,西葫芦褐腐病,Monilinia fructicola,日照不足,Insufficient sunlight,适宜发生条件,ConditionIs
761,西葫芦病毒病,Watermelon mosaic virus,高温,high temperature,适宜发生条件,ConditionIs
762,西葫芦病毒病,Watermelon mosaic virus,高湿,High humidity,适宜发生条件,ConditionIs
763,西葫芦曲霉病,Aspergillus spp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
764,西葫芦曲霉病,Aspergillus spp.,土壤温湿度变,Soil temperature and humidity changes,适宜发生条件,ConditionIs
765,冬瓜白粉病,Erysiphe cichoracearum,雨后,After the Rain,适宜发生条件,ConditionIs
766,冬瓜黑星病,Cladosporium cucumerinum,夜温低,Low night temperature,适宜发生条件,ConditionIs
767,冬瓜炭疽病,Colletotrichum orbiculare,空气湿度大,High humidity,适宜发生条件,ConditionIs
768,冬瓜叶斑病,Cercospora citrullina,温暖多湿,Warm and humid,适宜发生条件,ConditionIs
769,冬瓜疫病,Phytophthora melonis,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
770,冬瓜疫病,Phytophthora melonis,排水不良,Poor drainage,适宜发生条件,ConditionIs
771,冬瓜蔓枯病,Mycosphaerella melonis,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
772,冬瓜褐腐病,Monilinia fructicola,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
773,冬瓜褐腐病,Monilinia fructicola,高湿,High humidity,适宜发生条件,ConditionIs
774,冬瓜褐腐病,Monilinia fructicola,日照不足,Insufficient sunlight,适宜发生条件,ConditionIs
775,冬瓜褐腐病,Monilinia fructicola,雨后积水,Water after rain,适宜发生条件,ConditionIs
776,冬瓜绵腐病,Pythium aphanidermatum,雨，湿,"Rain, wet",适宜发生条件,ConditionIs
777,冬瓜(叶点霉)叶斑病,Phyllosticta cucurbitacearum,温暖多湿,Warm and humid,适宜发生条件,ConditionIs
778,冬瓜裂果,Melon cracking,浇水不均,Uneven watering,适宜发生条件,ConditionIs
779,冬瓜立枯病,Rhizoctonia solani,高湿,High humidity,适宜发生条件,ConditionIs
780,冬瓜立枯病,Rhizoctonia solani,阴雨,Rainy,适宜发生条件,ConditionIs
781,冬瓜立枯病,Rhizoctonia solani,光照不足,Insufficient light,适宜发生条件,ConditionIs
782,冬瓜黑斑病,Alternaria alternata,田间管理粗放,Extensive field management,适宜发生条件,ConditionIs
783,冬瓜菌核病,Sclerotinia sclerotiorum,相对湿度高于85%,Relative humidity above 85%,适宜发生条件,ConditionIs
784,冬瓜根腐病,Fusarium solani,高温,high temperature,适宜发生条件,ConditionIs
785,冬瓜根腐病,Fusarium solani,高湿,High humidity,适宜发生条件,ConditionIs
786,瓠瓜霜霉病,Pseudoperonospora cubensis,田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
787,瓠瓜霜霉病,Pseudoperonospora cubensis,通风不良,Poor ventilation,适宜发生条件,ConditionIs
788,瓠瓜霜霉病,Pseudoperonospora cubensis,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
789,瓠瓜霜霉病,Pseudoperonospora cubensis,土壤质地差,Poor soil texture,适宜发生条件,ConditionIs
790,瓠瓜霜霉病,Pseudoperonospora cubensis,肥料不足,Insufficient fertilizer,适宜发生条件,ConditionIs
791,瓠瓜霜霉病,Pseudoperonospora cubensis,栽培过密,Overcrowding,适宜发生条件,ConditionIs
792,瓠瓜霜霉病,Pseudoperonospora cubensis,湿度过高,Humidity is too high,适宜发生条件,ConditionIs
793,瓠瓜白粉病,Podosphaera xanthii,空气相对湿度45%,Relative humidity 45%,适宜发生条件,ConditionIs
794,瓠瓜白粉病,Podosphaera xanthii,通风不好,Poor ventilation,适宜发生条件,ConditionIs
795,瓠瓜白粉病,Podosphaera xanthii,光照不足,Insufficient light,适宜发生条件,ConditionIs
796,瓠瓜白粉病,Podosphaera xanthii,排水不良,Poor drainage,适宜发生条件,ConditionIs
797,瓠瓜白粉病,Podosphaera xanthii,株间湿度大,High humidity between plants,适宜发生条件,ConditionIs
798,瓠瓜炭疽病,Colletotrichum orbiculare,空气湿度大,High humidity,适宜发生条件,ConditionIs
799,瓠瓜炭疽病,Colletotrichum orbiculare,氮肥过多,Too much nitrogen fertilizer,适宜发生条件,ConditionIs
800,瓠瓜炭疽病,Colletotrichum orbiculare,大水漫灌,Flood irrigation,适宜发生条件,ConditionIs
801,瓠瓜炭疽病,Colletotrichum orbiculare,通风不良,Poor ventilation,适宜发生条件,ConditionIs
802,瓠瓜灰霉病,Botrytis cinerea,湿度大,High humidity,适宜发生条件,ConditionIs
803,瓠瓜枯萎病,Fusarium oxysporum f. sp. lagenariae,土质黏重,Heavy soil,适宜发生条件,ConditionIs
804,瓠瓜枯萎病,Fusarium oxysporum f. sp. lagenariae,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
805,瓠瓜枯萎病,Fusarium oxysporum f. sp. lagenariae,排水不良,Poor drainage,适宜发生条件,ConditionIs
806,瓠瓜枯萎病,Fusarium oxysporum f. sp. lagenariae,地温低,Low ground temperature,适宜发生条件,ConditionIs
807,瓠瓜枯萎病,Fusarium oxysporum f. sp. lagenariae,耕作粗放,Extensive farming,适宜发生条件,ConditionIs
808,瓠瓜枯萎病,Fusarium oxysporum f. sp. lagenariae,土壤过酸,Soil is too acidic,适宜发生条件,ConditionIs
809,瓠瓜褐腐病,Monilinia fructicola,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
810,瓠瓜褐腐病,Monilinia fructicola,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
811,瓠瓜褐腐病,Monilinia fructicola,日照不足,Insufficient sunlight,适宜发生条件,ConditionIs
812,瓠瓜褐腐病,Monilinia fructicola,雨后积水,Water after rain,适宜发生条件,ConditionIs
813,瓠瓜绵腐病,Pythium aphanidermatum,雨，湿,"Rain, wet",适宜发生条件,ConditionIs
814,瓠瓜褐斑病,Cercospora cucurbitae,湿度高,High humidity,适宜发生条件,ConditionIs
815,瓠瓜褐斑病,Cercospora cucurbitae,通风不良,Poor ventilation,适宜发生条件,ConditionIs
816,瓠瓜褐斑病,Cercospora cucurbitae,光照少,Less light,适宜发生条件,ConditionIs
817,瓠瓜蔓枯病,Mycosphaerella melonis,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
818,瓠瓜煤污病,Capnodium spp.,光照弱,Low light,适宜发生条件,ConditionIs
819,瓠瓜煤污病,Capnodium spp.,空气湿度大,High humidity,适宜发生条件,ConditionIs
820,瓠瓜煤污病,Capnodium spp.,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
821,丝瓜枯萎病,Fusarium oxysporum f. sp. luffae,土壤过分干旱,Soil is too dry,适宜发生条件,ConditionIs
822,丝瓜枯萎病,Fusarium oxysporum f. sp. luffae,质地黏重,Heavy texture,适宜发生条件,ConditionIs
823,丝瓜绵腐病,Pythium aphanidermatum,阴雨连绵,Continuous rain,适宜发生条件,ConditionIs
824,丝瓜绵腐病,Pythium aphanidermatum,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
825,丝瓜绵腐病,Pythium aphanidermatum,地下水位高,High groundwater level,适宜发生条件,ConditionIs
826,丝瓜细菌性角斑病,Pseudomonas syringae pv. lachrymans,适宜相对湿度70%以上,Suitable relative humidity is above 70%,适宜发生条件,ConditionIs
827,丝瓜褐斑病,Cercospora cucurbitae,温暖高湿,Warm and humid,适宜发生条件,ConditionIs
828,丝瓜疫病,Phytophthora melonis,土壤黏重,Heavy soil,适宜发生条件,ConditionIs
829,丝瓜疫病,Phytophthora melonis,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
830,南瓜疫病,Phytophthora capsici,通风透,Ventilation,适宜发生条件,ConditionIs
831,南瓜白粉病,Sphaerotheca fuliginea,田间湿度大,High humidity in the field,适宜发生条件,ConditionIs
832,南瓜枯萎病,Fusarium oxysporum f. sp. niveum,土壤过分干旱,Soil is too dry,适宜发生条件,ConditionIs
833,南瓜白绢病,Sclerotium rolfsii,不利菌丝生长,Unfavorable mycelial growth,适宜发生条件,ConditionIs
834,南瓜斑点病,Cercospora cucurbitae,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
835,南瓜斑点病,Cercospora cucurbitae,株间郁闭,Closed between plants,适宜发生条件,ConditionIs
836,南瓜角斑病,Pseudomonas syringae pv. lachrymans,多雨,Rainy,适宜发生条件,ConditionIs
837,南瓜角斑病,Pseudomonas syringae pv. lachrymans,高湿,High humidity,适宜发生条件,ConditionIs
838,南瓜角斑病,Pseudomonas syringae pv. lachrymans,大水漫灌,Flood irrigation,适宜发生条件,ConditionIs
839,南瓜斑枯病,Septoria cucurbitacearum,田间多雨,Rainy fields,适宜发生条件,ConditionIs
840,南瓜褐腐病,Monilinia fructicola,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
841,南瓜褐腐病,Monilinia fructicola,日照不足,Insufficient sunlight,适宜发生条件,ConditionIs
842,南瓜化瓜,No specific scientific name for this condition,通风透光差,Poor ventilation and light transmission,适宜发生条件,ConditionIs
843,飞碟瓜褐腐病,Monilinia fructicola,低温高湿,Low temperature and high humidity,适宜发生条件,ConditionIs
844,飞碟瓜褐腐病,Monilinia fructicola,日照不足,Insufficient sunlight,适宜发生条件,ConditionIs
845,飞碟瓜灰霉病,Botrytis cinerea,湿度大,High humidity,适宜发生条件,ConditionIs
846,飞碟瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,土壤过分干旱,Soil is too dry,适宜发生条件,ConditionIs
847,飞碟瓜脐腐病,Blossom End Rot,湿度低,Low humidity,适宜发生条件,ConditionIs
848,佛手瓜白粉病,Podosphaera xanthii,空气相对湿度45%,Relative humidity 45%,适宜发生条件,ConditionIs
849,佛手瓜白粉病,Podosphaera xanthii,通风不好,Poor ventilation,适宜发生条件,ConditionIs
850,佛手瓜白粉病,Podosphaera xanthii,光照不足,Insufficient light,适宜发生条件,ConditionIs
851,佛手瓜白粉病,Podosphaera xanthii,排水不良,Poor drainage,适宜发生条件,ConditionIs
852,佛手瓜白粉病,Podosphaera xanthii,株间湿度大,High humidity between plants,适宜发生条件,ConditionIs
853,佛手瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,土质黏重,Heavy soil,适宜发生条件,ConditionIs
854,佛手瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
855,佛手瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,排水不良,Poor drainage,适宜发生条件,ConditionIs
856,佛手瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,地温低,Low ground temperature,适宜发生条件,ConditionIs
857,佛手瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,耕作粗放,Extensive farming,适宜发生条件,ConditionIs
858,佛手瓜枯萎病,Fusarium oxysporum f. sp. cucumerinum,土壤过酸,Soil is too acidic,适宜发生条件,ConditionIs
859,辣椒枯萎病,Fusarium oxysporum f. sp. capsici,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
860,辣椒枯萎病,Fusarium oxysporum f. sp. capsici,土壤潮湿,Moist soil,适宜发生条件,ConditionIs
861,辣椒枯萎病,Fusarium oxysporum f. sp. capsici,黏重,Heavy,适宜发生条件,ConditionIs
862,辣椒枯萎病,Fusarium oxysporum f. sp. capsici,微酸,Slightly acidic,适宜发生条件,ConditionIs
863,辣椒枯萎病,Fusarium oxysporum f. sp. capsici,排水不良,Poor drainage,适宜发生条件,ConditionIs
864,辣椒猝倒病,Pythium ultimum,保温放风不当,Improper insulation and ventilation,适宜发生条件,ConditionIs
865,辣椒猝倒病,Pythium ultimum,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
866,辣椒猝倒病,Pythium ultimum,排水不良,Poor drainage,适宜发生条件,ConditionIs
867,辣椒立枯病,Rhizoctonia solani,温暖多湿,Warm and humid,适宜发生条件,ConditionIs
868,辣椒立枯病,Rhizoctonia solani,浇水过多,Overwatering,适宜发生条件,ConditionIs
869,辣椒根腐病,Fusarium solani,空气相对湿度较,Relative humidity of air,适宜发生条件,ConditionIs
870,辣椒细菌性叶斑病,Xanthomonas campestris pv. vesicatoria,高温高湿,High temperature and high humidity,适宜发生条件,ConditionIs
871,辣椒细菌性叶斑病,Xanthomonas campestris pv. vesicatoria,排水不良,Poor drainage,适宜发生条件,ConditionIs
872,辣椒细菌性叶斑病,Xanthomonas campestris pv. vesicatoria,土壤贫瘠缺肥,Poor soil and lack of fertilizer,适宜发生条件,ConditionIs
873,辣椒青枯病,Ralstonia solanacearum,缺钾肥,Potassium deficiency,适宜发生条件,ConditionIs
874,辣椒病毒病,CMV (Cucumber Mosaic Virus) or other virus names depending on the virus type,湿度60%,Humidity 60%,适宜发生条件,ConditionIs
875,辣椒病毒病,CMV (Cucumber Mosaic Virus) or other virus names depending on the virus type,高温,high temperature,适宜发生条件,ConditionIs
876,辣椒病毒病,CMV (Cucumber Mosaic Virus) or other virus names depending on the virus type,干旱少雨,Drought and little rain,适宜发生条件,ConditionIs
877,辣椒病毒病,CMV (Cucumber Mosaic Virus) or other virus names depending on the virus type,土壤缺肥,Soil lack of fertilizer,适宜发生条件,ConditionIs
878,辣椒白斑病,No specific scientific name for this condition,温暖潮湿,Warm and humid,适宜发生条件,ConditionIs
879,辣椒枯顶病毒病,TYLCV (Tomato Yellow Leaf Curl Virus) or other virus names depending on the virus type,管理粗放,Extensive management,适宜发生条件,ConditionIs
880,辣椒枯顶病毒病,TYLCV (Tomato Yellow Leaf Curl Virus) or other virus names depending on the virus type,缺水,Lack of water,适宜发生条件,ConditionIs
881,辣椒枯顶病毒病,TYLCV (Tomato Yellow Leaf Curl Virus) or other virus names depending on the virus type,干旱,drought,适宜发生条件,ConditionIs
882,辣椒日灼病,Pepper sunscald,土壤缺水,Soil lack of water,适宜发生条件,ConditionIs
883,辣椒日灼病,Pepper sunscald,忽雨忽晴,Rainy and sunny,适宜发生条件,ConditionIs
884,辣椒日灼病,Pepper sunscald,多雾,Foggy,适宜发生条件,ConditionIs
885,辣椒高温病,Pepper high temperature injury,湿度低或,Low humidity or,适宜发生条件,ConditionIs
886,辣椒高温病,Pepper high temperature injury,土壤缺水,Soil lack of water,适宜发生条件,ConditionIs
887,茄子白粉病,Erysiphe cichoracearum,温暖多湿,Warm and humid,适宜发生条件,ConditionIs
888,茄子白粉病,Erysiphe cichoracearum,低洼潮湿,Low-lying and humid,适宜发生条件,ConditionIs
889,茄子白粉病,Erysiphe cichoracearum,株间郁闭,Closed between plants,适宜发生条件,ConditionIs
890,茄子褐纹病,Phomopsis vexans,高温多雨,Hot and rainy,适宜发生条件,ConditionIs
891,茄子褐纹病,Phomopsis vexans,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
892,茄子褐纹病,Phomopsis vexans,排水不良,Poor drainage,适宜发生条件,ConditionIs
893,茄子褐纹病,Phomopsis vexans,夏季多雨,Rainy summer,适宜发生条件,ConditionIs
894,茄子叶霉病,Fulvia fulva,管理粗放,Extensive management,适宜发生条件,ConditionIs
895,茄子叶霉病,Fulvia fulva,通风不良,Poor ventilation,适宜发生条件,ConditionIs
896,茄子炭疽病,Colletotrichum melongenae,地势低洼,Low-lying terrain,适宜发生条件,ConditionIs
897,茄子炭疽病,Colletotrichum melongenae,排水不良,Poor drainage,适宜发生条件,ConditionIs
898,茄子炭疽病,Colletotrichum melongenae,氮肥过多,Too much nitrogen fertilizer,适宜发生条件,ConditionIs
899,茄子炭疽病,Colletotrichum melongenae,植株郁蔽,Plant shade,适宜发生条件,ConditionIs
900,茄子炭疽病,Colletotrichum melongenae,通风不良,Poor ventilation,适宜发生条件,ConditionIs
